Excluded	Comments	participant_id	Session	Link to the paper	Dataset	Rodent.strain	Sex	Weight	Age(days)	MRI	Coil	fMRI.sequence	MRI T.E.(ms)	MRI T.R.(s)	Anethesia	Ventilation(v/f)	(dex)med.bolus	(dex)med.infusion	(dex)med.route	Isoflurane	Abituation(short/long)	head-plate	FD avarage	FD maximum	tSNR
	data is the same BIDS_raw	sub-C01S017		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74437	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.00522413522	0.009362307601	
	data is the same BIDS_raw	sub-C01S018		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74438	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004556718144	0.008213619305	
	data is the same BIDS_raw	sub-C01S019		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74439	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.006036713508	0.01125228645	
	data is the same BIDS_raw	sub-C03S020		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74440	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.006382580913	0.01166763242	
	data is the same BIDS_raw	sub-C03S021		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74441	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.005125903192	0.008416991516	
	data is the same BIDS_raw	sub-C03S022		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74442	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004280116085	0.007315266317	
	data is the same BIDS_raw	sub-C03S023		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74443	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.005012374457	0.01001619178	
	data is the same BIDS_raw	sub-C03S024		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74444	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004055975365	0.006833569738	
	data is the same BIDS_raw	sub-C04S025		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74445	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.003551669005	0.005730417691	
	data is the same BIDS_raw	sub-C04S026		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74446	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.003909741707	0.00640096641	
	data is the same BIDS_raw	sub-C04S027		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74447	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004298373705	0.007664623015	
	data is the same BIDS_raw	sub-C04S028		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74448	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004730235675	0.008958093516	
	data is the same BIDS_raw	sub-C04S029		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74449	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.00792398091	0.01547038946	
	data is the same BIDS_raw	sub-C05S030		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74450	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004686039396	0.008462008125	
	data is the same BIDS_raw	sub-C05S031		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74451	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004227628127	0.007495346155	
	data is the same BIDS_raw	sub-C05S032		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74452	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004736668315	0.007816433886	
	data is the same BIDS_raw	sub-C06S033		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74453	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.005047326034	0.009095221924	
	data is the same BIDS_raw	sub-C06S034		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74454	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.003676532164	0.006099765504	
	data is the same BIDS_raw	sub-C06S035		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74455	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004111523257	0.007499952301	
	data is the same BIDS_raw	sub-C06S036		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74456	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.00389253727	0.006704814922	
	data is the same BIDS_raw	sub-C07S037		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74457	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.007292783002	0.01461086855	
	data is the same BIDS_raw	sub-C07S038		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74458	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.003891607582	0.006439425715	
	data is the same BIDS_raw	sub-C07S039		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74459	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.003687655292	0.006116623337	
	data is the same BIDS_raw	sub-C07S040		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74460	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004217822802	0.007578573128	
	data is the same BIDS_raw	sub-C11S041		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74461	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.01190445694	0.0197127711	
	data is the same BIDS_raw	sub-C11S042		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74462	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.02931768049	0.05011654887	
	data is the same BIDS_raw	sub-C11S043		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74463	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.006400215008	0.01194746085	
	data is the same BIDS_raw	sub-C11S044		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74464	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.006679923316	0.01179746009	
	data is the same BIDS_raw	sub-C11S045		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74465	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.006880586181	0.01177854562	
	data is the same BIDS_raw	sub-C10S046		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74466	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.006243617003	0.009790021893	
	data is the same BIDS_raw	sub-C10S047		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74467	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004168895047	0.006769365265	
	data is the same BIDS_raw	sub-C10S048		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74468	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004244284265	0.006856650756	
	data is the same BIDS_raw	sub-C10S049		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74469	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.01031348761	0.0169137196	
	data is the same BIDS_raw	sub-C10S050		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74470	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.00396964625	0.006319023014	
	data is the same BIDS_raw	sub-C13S051		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74471	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004587622082	0.007957145997	
	data is the same BIDS_raw	sub-C13S052		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74472	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.003900909295	0.006135027287	
	data is the same BIDS_raw	sub-C13S053		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74473	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.007174884736	0.01227936153	
	data is the same BIDS_raw	sub-C13S054		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74474	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.007859420468	0.01460975049	
	data is the same BIDS_raw	sub-C13S055		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74475	Sex-differences	C57BL/6J	F	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.00395402871	0.006085978567	
	data is the same BIDS_raw	sub-C12S056		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74476	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.01141135476	0.0202293693	
	data is the same BIDS_raw	sub-C12S057		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74477	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.03666148801	0.06421548025	
	data is the same BIDS_raw	sub-C12S058		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74478	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.006638317296	0.01230238542	
	data is the same BIDS_raw	sub-C12S059		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74479	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.004340618215	0.006527519306	
	data is the same BIDS_raw	sub-C12S060		https://mcgill.scholaris.ca/items/e57d1db7-064e-4528-add7-6ef37ff74480	Sex-differences	C57BL/6J	M	N/A	115	7	RT	GE-EPI	N/A	1	Dexiso	f	0.05	0.025	i.p.	0,2% isoflurane	N/A	N/A	0.008740039768	0.01420601789	
