Excluded	Comments	participant_id	Session	Link to the paper	Dataset	Rodent.strain	Sex	Weight	Age(days)	MRI	Coil	fMRI.sequence	MRI T.E.(ms)	MRI T.R.(s)	Anethesia	Ventilation(v/f)	(dex)med.bolus	(dex)med.infusion	(dex)med.route	Isoflurane	Abituation(short/long)	head-plate	FD avarage	FD maximum	tSNR
	fsloriented	sub-COMR321a-PND30		https://doi.org/10.1093/braincomms/fcaf456	Longitudinal_in_vivo_MRI	C57BL/6J	M	20,05	31	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006293259638	0.01084044655	
	fsloriented	sub-COMR321a-PND90		https://doi.org/10.1093/braincomms/fcaf457	Longitudinal_in_vivo_MRI	C57BL/6J	M	29,5	89	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.01029000114	0.01779318002	
	fsloriented	sub-COMR331a-PND30		https://doi.org/10.1093/braincomms/fcaf458	Longitudinal_in_vivo_MRI	C57BL/6J	M	13,81	28	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006467121616	0.01059784086	
	fsloriented	sub-COMR331a-PND90		https://doi.org/10.1093/braincomms/fcaf459	Longitudinal_in_vivo_MRI	C57BL/6J	M	29,26	91	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.00629170758	0.01010338842	
	fsloriented	sub-COMR331b-PND30		https://doi.org/10.1093/braincomms/fcaf460	Longitudinal_in_vivo_MRI	C57BL/6J	M	18,35	29	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006226668865	0.01058852322	
	fsloriented	sub-COMR331b-PND90		https://doi.org/10.1093/braincomms/fcaf461	Longitudinal_in_vivo_MRI	C57BL/6J	M	30,52	88	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.00542792689	0.00866648249	
	fsloriented	sub-COMR331c-PND30		https://doi.org/10.1093/braincomms/fcaf462	Longitudinal_in_vivo_MRI	C57BL/6J	M	15,93	29	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006336350346	0.01089696007	
	fsloriented	sub-COMR331c-PND90		https://doi.org/10.1093/braincomms/fcaf463	Longitudinal_in_vivo_MRI	C57BL/6J	M	29,89	88	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006329979123	0.009953942743	
	fsloriented	sub-COMR331e-PND30		https://doi.org/10.1093/braincomms/fcaf464	Longitudinal_in_vivo_MRI	C57BL/6J	F	13,36	28	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006642047789	0.01072006715	
	fsloriented	sub-COMR331e-PND90		https://doi.org/10.1093/braincomms/fcaf465	Longitudinal_in_vivo_MRI	C57BL/6J	F	23,62	85	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.005647157189	0.007619075833	
	fsloriented	sub-COMR332d-PND30		https://doi.org/10.1093/braincomms/fcaf466	Longitudinal_in_vivo_MRI	C57BL/6J	M	15,24	30	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.00553220869	0.008048521467	
	fsloriented	sub-COMR332d-PND90		https://doi.org/10.1093/braincomms/fcaf467	Longitudinal_in_vivo_MRI	C57BL/6J	M	26,43	89	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.0190391148	0.03045744918	
	fsloriented	sub-COMR332f-PND30		https://doi.org/10.1093/braincomms/fcaf468	Longitudinal_in_vivo_MRI	C57BL/6J	F	13,16	30	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.0165821076	0.03214168533	
	fsloriented	sub-COMR332f-PND90		https://doi.org/10.1093/braincomms/fcaf469	Longitudinal_in_vivo_MRI	C57BL/6J	F	19,28	89	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006179281605	0.01049556659	
	fsloriented	sub-COMR341a-PND30		https://doi.org/10.1093/braincomms/fcaf470	Longitudinal_in_vivo_MRI	C57BL/6J	F	18,21	31	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.007328455548	0.0140908665	
y	fsloriented	sub-COMR341a-PND90		https://doi.org/10.1093/braincomms/fcaf471	Longitudinal_in_vivo_MRI	C57BL/6J	F	23,84	89	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006078508574	0.009074525256	
	fsloriented	sub-COMR351b-PND30		https://doi.org/10.1093/braincomms/fcaf472	Longitudinal_in_vivo_MRI	C57BL/6J	M	14,45	29	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.008844874546	0.01618385277	
	fsloriented	sub-COMR351b-PND90		https://doi.org/10.1093/braincomms/fcaf473	Longitudinal_in_vivo_MRI	C57BL/6J	M	30,37	89	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006488833054	0.01121144437	
	fsloriented	sub-COMR351i-PND30		https://doi.org/10.1093/braincomms/fcaf474	Longitudinal_in_vivo_MRI	C57BL/6J	F	14,01	29	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006772109984	0.01222422083	
	fsloriented	sub-COMR351i-PND90		https://doi.org/10.1093/braincomms/fcaf475	Longitudinal_in_vivo_MRI	C57BL/6J	F	21,88	88	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.005687852899	0.008026803792	
y	fsloriented	sub-COMR381a-PND30		https://doi.org/10.1093/braincomms/fcaf476	Longitudinal_in_vivo_MRI	C57BL/6J	M	18,94	30	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.005864821541	0.009260105225	
	fsloriented	sub-COMR381a-PND90		https://doi.org/10.1093/braincomms/fcaf477	Longitudinal_in_vivo_MRI	C57BL/6J	M	30,31	85	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.005121743906	0.007819942765	
	fsloriented	sub-COMR381e-PND30		https://doi.org/10.1093/braincomms/fcaf478	Longitudinal_in_vivo_MRI	C57BL/6J	M	16,16	30	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.007108138437	0.01151155154	
	fsloriented	sub-COMR381e-PND90		https://doi.org/10.1093/braincomms/fcaf479	Longitudinal_in_vivo_MRI	C57BL/6J	M	28,01	86	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.005809468462	0.008460002805	
	fsloriented	sub-COMR381g-PND30		https://doi.org/10.1093/braincomms/fcaf480	Longitudinal_in_vivo_MRI	C57BL/6J	M	16,23	30	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.005804865877	0.008679664322	
	fsloriented	sub-COMR381g-PND90		https://doi.org/10.1093/braincomms/fcaf481	Longitudinal_in_vivo_MRI	C57BL/6J	M	27,16	86	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006073004774	0.009837422719	
y	fsloriented	sub-COMR381h-PND30		https://doi.org/10.1093/braincomms/fcaf482	Longitudinal_in_vivo_MRI	C57BL/6J	F	12,97	30	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.009145202964	0.01588153583	
y	fsloriented	sub-COMR381h-PND90		https://doi.org/10.1093/braincomms/fcaf483	Longitudinal_in_vivo_MRI	C57BL/6J	F	21,69	83	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.007883307668	0.01262444251	
	fsloriented	sub-COMR391b-PND30		https://doi.org/10.1093/braincomms/fcaf484	Longitudinal_in_vivo_MRI	C57BL/6J	M	21,61	28	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.007075240353	0.0114813693	
	fsloriented	sub-COMR391b-PND90		https://doi.org/10.1093/braincomms/fcaf485	Longitudinal_in_vivo_MRI	C57BL/6J	M	33,64	90	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.005519084716	0.008404037783	
	fsloriented	sub-COMR421b-PND30		https://doi.org/10.1093/braincomms/fcaf486	Longitudinal_in_vivo_MRI	C57BL/6J	M	17,81	29	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.007473605779	0.0123083312	
	fsloriented	sub-COMR421b-PND90		https://doi.org/10.1093/braincomms/fcaf487	Longitudinal_in_vivo_MRI	C57BL/6J	M	n/a	91	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.008197130228	0.01259542892	
	fsloriented	sub-COMR421f-PND30		https://doi.org/10.1093/braincomms/fcaf488	Longitudinal_in_vivo_MRI	C57BL/6J	F	16,42	29	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.007109974847	0.01299713849	
	fsloriented	sub-COMR421f-PND90		https://doi.org/10.1093/braincomms/fcaf489	Longitudinal_in_vivo_MRI	C57BL/6J	F	n/a	91	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.004911227186	0.007102097003	
	fsloriented	sub-COMR431c-PND30		https://doi.org/10.1093/braincomms/fcaf490	Longitudinal_in_vivo_MRI	C57BL/6J	F	14,17	28	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.008106713008	0.01431838265	
	fsloriented	sub-COMR431c-PND90		https://doi.org/10.1093/braincomms/fcaf491	Longitudinal_in_vivo_MRI	C57BL/6J	F	26,4	90	9.4	RT	GE-EPI	15	1	Mediso	f	0.05	0.1	s.c.	0,4-0.65% isoflurane	N/A	N/A	0.006217238071	0.009072026555	
