subject,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18
sub-013_ses-1,0.039021 ,0.049015 ,0.055309 ,0.033240 ,0.026327 ,0.033898 ,0.030922 ,0.037229 ,0.044714 ,0.034907 ,0.036246 ,0.033148 ,0.031539 ,0.031705 ,0.041596 ,0.031932 ,0.043097 ,0.025535
sub-014_ses-1,0.040544 ,0.037023 ,0.034353 ,0.025887 ,0.029372 ,0.029399 ,0.033761 ,0.027512 ,0.035942 ,0.021665 ,0.039656 ,0.034383 ,0.028523 ,0.034046 ,0.045552 ,0.027493 ,0.038751 ,0.021938
sub-015_ses-1,0.035245 ,0.042688 ,0.043466 ,0.028793 ,0.029066 ,0.028423 ,0.031802 ,0.042412 ,0.042009 ,0.032123 ,0.041375 ,0.034284 ,0.031703 ,0.028727 ,0.043502 ,0.030864 ,0.046130 ,0.020473
sub-016_ses-1,0.058447 ,0.076287 ,0.096531 ,0.040012 ,0.034845 ,0.038928 ,0.043468 ,0.043556 ,0.045923 ,0.034443 ,0.044528 ,0.041942 ,0.041441 ,0.045992 ,0.057890 ,0.031294 ,0.047541 ,0.025346
sub-017_ses-1,0.049339 ,0.055169 ,0.070340 ,0.043693 ,0.054710 ,0.039322 ,0.038558 ,0.026127 ,0.069967 ,0.040632 ,0.052422 ,0.042558 ,0.047943 ,0.025991 ,0.046766 ,0.035611 ,0.048657 ,0.033178
sub-018_ses-1,0.035045 ,0.061113 ,0.096047 ,0.034962 ,0.045067 ,0.037325 ,0.043740 ,0.033341 ,0.047790 ,0.040093 ,0.051154 ,0.032274 ,0.041349 ,0.023808 ,0.047124 ,0.042755 ,0.046468 ,0.025551
sub-019_ses-1,0.043559 ,0.049454 ,0.051644 ,0.035991 ,0.031621 ,0.031394 ,0.037312 ,0.032690 ,0.041761 ,0.032837 ,0.044540 ,0.033883 ,0.035533 ,0.037386 ,0.045499 ,0.036105 ,0.046479 ,0.020263
sub-020_ses-1,0.044789 ,0.052214 ,0.061399 ,0.037310 ,0.033861 ,0.031359 ,0.033831 ,0.030693 ,0.050090 ,0.027824 ,0.042892 ,0.035872 ,0.036296 ,0.033515 ,0.041669 ,0.031354 ,0.052779 ,0.027580
sub-021_ses-1,0.042169 ,0.098165 ,0.152269 ,0.059194 ,0.038229 ,0.050116 ,0.049260 ,0.038006 ,0.052574 ,0.044091 ,0.049121 ,0.041009 ,0.073042 ,0.044325 ,0.046065 ,0.054594 ,0.043923 ,0.030511
sub-022_ses-1,0.070282 ,0.071747 ,0.085393 ,0.057336 ,0.037504 ,0.040236 ,0.051109 ,0.052531 ,0.070499 ,0.047446 ,0.045732 ,0.059354 ,0.042377 ,0.039000 ,0.072671 ,0.035513 ,0.059898 ,0.047358
sub-023_ses-1,0.063827 ,0.083846 ,0.121467 ,0.057435 ,0.038858 ,0.045459 ,0.053099 ,0.063460 ,0.071547 ,0.049944 ,0.052804 ,0.051282 ,0.035721 ,0.048447 ,0.056567 ,0.049087 ,0.063024 ,0.044483
sub-024_ses-1,0.068419 ,0.121365 ,0.176129 ,0.071963 ,0.065164 ,0.065051 ,0.066963 ,0.060846 ,0.080127 ,0.053903 ,0.054653 ,0.061731 ,0.067188 ,0.041080 ,0.074713 ,0.055851 ,0.058220 ,0.023042
sub-025_ses-1,0.070590 ,0.093936 ,0.121694 ,0.068317 ,0.052230 ,0.058947 ,0.066056 ,0.055841 ,0.080813 ,0.043730 ,0.054788 ,0.053752 ,0.049655 ,0.056362 ,0.075097 ,0.047275 ,0.050801 ,0.043977
sub-026_ses-1,0.062980 ,0.091204 ,0.165238 ,0.070210 ,0.045829 ,0.057526 ,0.046978 ,0.050075 ,0.079324 ,0.049578 ,0.051579 ,0.042821 ,0.038131 ,0.043307 ,0.062720 ,0.052913 ,0.050910 ,0.050450
sub-027_ses-1,0.063889 ,0.058935 ,0.067009 ,0.045011 ,0.041206 ,0.038209 ,0.046287 ,0.044167 ,0.068404 ,0.039685 ,0.051746 ,0.048287 ,0.041051 ,0.053345 ,0.067888 ,0.044799 ,0.057633 ,0.042368
sub-028_ses-1,0.073623 ,0.066096 ,0.088559 ,0.051889 ,0.048418 ,0.046351 ,0.059293 ,0.044332 ,0.069573 ,0.045082 ,0.056528 ,0.057499 ,0.048341 ,0.042281 ,0.064542 ,0.052217 ,0.059219 ,0.021174
sub-029_ses-1,0.081231 ,0.103650 ,0.152932 ,0.071115 ,0.044441 ,0.059125 ,0.064427 ,0.048809 ,0.075542 ,0.052671 ,0.050863 ,0.053809 ,0.046593 ,0.061281 ,0.070048 ,0.041466 ,0.057866 ,0.046678
sub-030_ses-1,0.054976 ,0.070209 ,0.092949 ,0.051926 ,0.040506 ,0.042232 ,0.041269 ,0.043466 ,0.071961 ,0.039143 ,0.048297 ,0.053594 ,0.039064 ,0.050412 ,0.055654 ,0.041457 ,0.058825 ,0.038592
sub-031_ses-1,0.063894 ,0.065979 ,0.080450 ,0.051551 ,0.048226 ,0.048904 ,0.061641 ,0.056864 ,0.067911 ,0.039381 ,0.046500 ,0.050919 ,0.051013 ,0.044141 ,0.064607 ,0.040568 ,0.054748 ,0.040593
sub-032_ses-1,0.061310 ,0.103373 ,0.140189 ,0.056459 ,0.051666 ,0.066755 ,0.055159 ,0.049466 ,0.072303 ,0.045331 ,0.043377 ,0.049143 ,0.043276 ,0.049808 ,0.066900 ,0.035479 ,0.054527 ,0.040423
sub-033_ses-1,0.056136 ,0.087633 ,0.113554 ,0.061479 ,0.044243 ,0.053267 ,0.053216 ,0.058113 ,0.068512 ,0.041659 ,0.051266 ,0.049458 ,0.047160 ,0.050230 ,0.062205 ,0.040975 ,0.052855 ,0.041375
sub-034_ses-1,0.057606 ,0.073072 ,0.111696 ,0.056874 ,0.046206 ,0.057029 ,0.057273 ,0.044272 ,0.072760 ,0.039991 ,0.051308 ,0.040952 ,0.043456 ,0.050656 ,0.072646 ,0.041851 ,0.058529 ,0.040971
sub-035_ses-1,0.065141 ,0.082228 ,0.108202 ,0.062169 ,0.045498 ,0.044512 ,0.058251 ,0.041181 ,0.074221 ,0.047961 ,0.054117 ,0.045566 ,0.044682 ,0.045773 ,0.065376 ,0.033715 ,0.051235 ,0.045631
sub-036_ses-1,0.070021 ,0.123764 ,0.194323 ,0.089085 ,0.054964 ,0.060212 ,0.077878 ,0.053684 ,0.080008 ,0.067461 ,0.062797 ,0.054960 ,0.045345 ,0.059522 ,0.062742 ,0.060521 ,0.055777 ,0.043652
sub-037_ses-1,0.071859 ,0.067282 ,0.078928 ,0.044573 ,0.039498 ,0.041076 ,0.045815 ,0.051072 ,0.069261 ,0.034574 ,0.050854 ,0.049048 ,0.052137 ,0.049213 ,0.063422 ,0.043007 ,0.059035 ,0.047811
sub-038_ses-1,0.072265 ,0.105352 ,0.141709 ,0.059821 ,0.060990 ,0.060423 ,0.056619 ,0.052034 ,0.090091 ,0.061307 ,0.064737 ,0.047454 ,0.070238 ,0.044956 ,0.064908 ,0.061960 ,0.050058 ,0.025491
sub-039_ses-1,0.074019 ,0.093954 ,0.119496 ,0.059750 ,0.041861 ,0.051901 ,0.074762 ,0.042497 ,0.080467 ,0.051990 ,0.058054 ,0.047592 ,0.054213 ,0.057402 ,0.087802 ,0.039823 ,0.062247 ,0.051926
sub-040_ses-1,0.077992 ,0.099424 ,0.137583 ,0.061079 ,0.045033 ,0.048533 ,0.066156 ,0.051437 ,0.075733 ,0.048652 ,0.059227 ,0.052722 ,0.047901 ,0.056532 ,0.069112 ,0.063460 ,0.054852 ,0.025286
