subject,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18
sub-jgrAesAWc11L_ses-1,0.200966 ,0.171221 ,0.353679 ,0.104698 ,0.140418 ,0.114467 ,0.163840 ,0.176372 ,0.132324 ,0.102499 ,0.125861 ,0.183067 ,0.087321 ,0.115983 ,0.080715 ,0.109762 ,0.092628 ,0.156017
sub-jgrAesAWc11L_ses-1,0.165062 ,0.167464 ,0.255047 ,0.133152 ,0.120154 ,0.129320 ,0.113911 ,0.113494 ,0.141700 ,0.086469 ,0.172254 ,0.164763 ,0.096160 ,0.163977 ,0.087758 ,0.119712 ,0.078934 ,0.055345
sub-jgrAesAWc11L_ses-1,1.142750 ,2.080162 ,1.155944 ,1.493206 ,1.791524 ,1.603208 ,0.614329 ,0.509169 ,1.693526 ,1.086616 ,0.975879 ,0.562823 ,1.643764 ,0.727713 ,0.838082 ,0.980575 ,1.012129 ,0.784884
sub-jgrAesAWc11L_ses-2,0.012933 ,0.010589 ,0.016862 ,0.044414 ,0.031409 ,0.021179 ,0.075432 ,0.096148 ,0.027514 ,0.062751 ,0.098015 ,0.138098 ,0.054265 ,0.053466 ,0.040159 ,0.171521 ,0.265939 ,0.019935
sub-jgrAesAWc11L_ses-2,0.152062 ,0.116639 ,0.179322 ,0.112420 ,0.083019 ,0.087906 ,0.090123 ,0.081537 ,0.119621 ,0.077562 ,0.119800 ,0.112920 ,0.073481 ,0.115611 ,0.108512 ,0.133101 ,0.119657 ,0.076781
sub-jgrAesAWc11L_ses-2,0.288205 ,0.139704 ,0.264836 ,0.215406 ,0.063948 ,0.107051 ,0.182731 ,0.112130 ,0.266413 ,0.126640 ,0.184999 ,0.138300 ,0.076745 ,0.210789 ,0.147428 ,0.380665 ,0.118661 ,0.127089
sub-jgrAesAWc11R1L_ses-1,0.465973 ,0.253350 ,0.277163 ,0.181994 ,0.119373 ,0.139841 ,0.255646 ,0.231955 ,0.378684 ,0.100227 ,0.215763 ,0.240091 ,0.092508 ,0.264762 ,0.202889 ,0.230602 ,0.159217 ,0.308420
sub-jgrAesAWc11R1L_ses-1,0.448244 ,0.319943 ,0.399768 ,0.345258 ,0.157422 ,0.179173 ,0.238064 ,0.330649 ,0.485960 ,0.203632 ,0.332874 ,0.415643 ,0.202330 ,0.345503 ,0.199792 ,0.333617 ,0.154915 ,0.470169
sub-jgrAesAWc11R1L_ses-1,0.388072 ,0.259395 ,0.239526 ,0.202624 ,0.075800 ,0.139720 ,0.203751 ,0.173247 ,0.262528 ,0.078444 ,0.172506 ,0.240995 ,0.121328 ,0.300236 ,0.146765 ,0.221584 ,0.134651 ,0.239215
sub-jgrAesAWc11R1L_ses-2,0.166273 ,0.163304 ,0.215067 ,0.131883 ,0.110558 ,0.094969 ,0.087607 ,0.104446 ,0.141291 ,0.079951 ,0.084654 ,0.091548 ,0.048179 ,0.147025 ,0.073986 ,0.111339 ,0.103797 ,0.107038
sub-jgrAesAWc11R1L_ses-2,0.424746 ,0.150999 ,0.246108 ,0.220363 ,0.107545 ,0.117757 ,0.120168 ,0.256987 ,0.283178 ,0.150513 ,0.100446 ,0.125467 ,0.090130 ,0.308292 ,0.178782 ,0.217048 ,0.107990 ,0.242066
sub-jgrAesAWc11R1L_ses-2,0.412168 ,0.256942 ,0.221756 ,0.292860 ,0.143516 ,0.205168 ,0.344757 ,0.188419 ,0.450003 ,0.138568 ,0.249868 ,0.203901 ,0.120145 ,0.271548 ,0.155255 ,0.269800 ,0.153897 ,0.331799
sub-jgrAesAWc11R_ses-1,0.344285 ,0.322976 ,0.204929 ,0.347377 ,0.162834 ,0.189381 ,0.359677 ,0.380915 ,0.460374 ,0.187603 ,0.430799 ,0.295656 ,0.162293 ,0.250269 ,0.251252 ,0.245126 ,0.187828 ,0.183782
sub-jgrAesAWc11R_ses-1,0.495302 ,0.249791 ,0.219559 ,0.354926 ,0.196520 ,0.232448 ,0.135791 ,0.187263 ,0.348692 ,0.157020 ,0.260328 ,0.202328 ,0.091147 ,0.261813 ,0.178946 ,0.128933 ,0.060717 ,0.226563
sub-jgrAesAWc11R_ses-1,0.321798 ,0.201348 ,0.345040 ,0.267676 ,0.138205 ,0.172110 ,0.195162 ,0.272686 ,0.252125 ,0.254738 ,0.296165 ,0.210772 ,0.129888 ,0.337334 ,0.226531 ,0.179596 ,0.125297 ,0.385224
sub-jgrAesAWc11R_ses-2,0.233927 ,0.138103 ,0.180701 ,0.120263 ,0.090449 ,0.122460 ,0.243643 ,0.244113 ,0.175448 ,0.072843 ,0.252748 ,0.243767 ,0.132074 ,0.145031 ,0.109229 ,0.121121 ,0.117370 ,0.122080
sub-jgrAesAWc11R_ses-2,0.268735 ,0.197558 ,0.206328 ,0.233987 ,0.161080 ,0.378460 ,0.230897 ,0.343742 ,0.205150 ,0.086925 ,0.240773 ,0.202954 ,0.113471 ,0.135945 ,0.110381 ,0.128555 ,0.113248 ,0.134563
sub-jgrAesAWc11R_ses-2,0.224061 ,0.156629 ,0.258972 ,0.169106 ,0.074737 ,0.145625 ,0.271717 ,0.284975 ,0.182377 ,0.103473 ,0.257109 ,0.189660 ,0.130687 ,0.175299 ,0.159173 ,0.070788 ,0.163576 ,0.110720
sub-jgrAesAWc12R_ses-1,0.094237 ,0.198936 ,0.184866 ,0.101332 ,0.121223 ,0.161505 ,0.109013 ,0.138548 ,0.107336 ,0.091265 ,0.120256 ,0.131462 ,0.114110 ,0.096576 ,0.076240 ,0.078691 ,0.093533 ,0.075808
sub-jgrAesAWc12R_ses-1,0.216035 ,0.199813 ,0.199567 ,0.207357 ,0.170173 ,0.110484 ,0.306085 ,0.170749 ,0.192404 ,0.169419 ,0.245564 ,0.217321 ,0.098009 ,0.176504 ,0.123605 ,0.260487 ,0.204705 ,0.234048
sub-jgrAesAWc12R_ses-1,0.235400 ,0.184022 ,0.170062 ,0.306649 ,0.149096 ,0.197095 ,0.199700 ,0.295878 ,0.194945 ,0.202986 ,0.204699 ,0.258105 ,0.097290 ,0.132753 ,0.117128 ,0.244002 ,0.118530 ,0.204788
sub-jgrAesAWc12R_ses-2,0.189318 ,0.212964 ,0.260256 ,0.204807 ,0.108925 ,0.121449 ,0.131652 ,0.099874 ,0.199953 ,0.155897 ,0.192830 ,0.182340 ,0.135767 ,0.118744 ,0.155383 ,0.157606 ,0.153154 ,0.260032
sub-jgrAesAWc12R_ses-2,0.190076 ,0.290166 ,0.223945 ,0.218851 ,0.183631 ,0.195798 ,0.244813 ,0.317353 ,0.336761 ,0.124282 ,0.223379 ,0.246103 ,0.124426 ,0.235989 ,0.204001 ,0.194416 ,0.092839 ,0.185521
sub-jgrAesAWc12R_ses-2,0.200254 ,0.317077 ,0.278093 ,0.299927 ,0.132748 ,0.186848 ,0.211714 ,0.138301 ,0.310318 ,0.093879 ,0.227463 ,0.185548 ,0.125471 ,0.120167 ,0.138067 ,0.250970 ,0.095831 ,0.219409
sub-jgrAesAWc1NT_ses-1,0.089809 ,0.166202 ,0.208477 ,0.127453 ,0.092414 ,0.167616 ,0.133030 ,0.077419 ,0.105872 ,0.090081 ,0.108832 ,0.097626 ,0.047498 ,0.067175 ,0.079020 ,0.088531 ,0.102269 ,0.035697
sub-jgrAesAWc1NT_ses-1,0.115602 ,0.120449 ,0.141849 ,0.104711 ,0.091520 ,0.111910 ,0.148872 ,0.078187 ,0.124776 ,0.102504 ,0.118591 ,0.131305 ,0.088600 ,0.078953 ,0.087892 ,0.068993 ,0.086634 ,0.102531
sub-jgrAesAWc1NT_ses-1,0.316161 ,0.255720 ,0.292706 ,0.245424 ,0.250066 ,0.288796 ,0.330593 ,0.452234 ,0.368015 ,0.217156 ,0.365860 ,0.448221 ,0.270222 ,0.388634 ,0.249314 ,0.379622 ,0.175117 ,0.401559
sub-jgrAesAWc1NT_ses-2,0.249735 ,0.353073 ,0.428197 ,0.146937 ,0.191861 ,0.180805 ,0.211900 ,0.121787 ,0.142738 ,0.164869 ,0.263864 ,0.149120 ,0.100665 ,0.138909 ,0.125784 ,0.213707 ,0.099953 ,0.132008
sub-jgrAesAWc1NT_ses-2,0.446417 ,0.284617 ,0.275409 ,0.301176 ,0.203845 ,0.232318 ,0.197739 ,0.139817 ,0.335135 ,0.150802 ,0.284797 ,0.287340 ,0.138833 ,0.177000 ,0.131402 ,0.135645 ,0.116490 ,0.183819
sub-jgrAesAWc1NT_ses-2,0.557174 ,0.281244 ,0.219235 ,0.230967 ,0.170184 ,0.126546 ,0.196939 ,0.234535 ,0.363994 ,0.104878 ,0.298311 ,0.272573 ,0.188887 ,0.179129 ,0.204620 ,0.153409 ,0.144952 ,0.258337
sub-jgrAesAWc21L_ses-1,0.079526 ,0.104378 ,0.090620 ,0.079492 ,0.059886 ,0.100828 ,0.063814 ,0.070938 ,0.105740 ,0.055400 ,0.120620 ,0.109578 ,0.044826 ,0.045978 ,0.063051 ,0.057393 ,0.068188 ,0.057430
sub-jgrAesAWc21L_ses-1,0.229538 ,0.171913 ,0.177213 ,0.140557 ,0.071980 ,0.102077 ,0.157583 ,0.100508 ,0.112872 ,0.086875 ,0.174672 ,0.114370 ,0.080864 ,0.120738 ,0.087306 ,0.116449 ,0.085285 ,0.183982
sub-jgrAesAWc21L_ses-1,0.324841 ,0.173820 ,0.279479 ,0.172245 ,0.091866 ,0.082838 ,0.285336 ,0.186024 ,0.214205 ,0.068858 ,0.181304 ,0.146118 ,0.064254 ,0.169565 ,0.133643 ,0.251050 ,0.112081 ,0.144593
sub-jgrAesAWc21L_ses-2,0.146476 ,0.145628 ,0.173622 ,0.184409 ,0.115589 ,0.153331 ,0.117316 ,0.163391 ,0.153073 ,0.112342 ,0.243523 ,0.179903 ,0.105763 ,0.164347 ,0.185667 ,0.194733 ,0.229294 ,0.086345
sub-jgrAesAWc21L_ses-2,0.078492 ,0.138171 ,0.188688 ,0.103645 ,0.134751 ,0.140517 ,0.112697 ,0.121646 ,0.065446 ,0.070233 ,0.122015 ,0.181743 ,0.051755 ,0.076264 ,0.087529 ,0.095254 ,0.088533 ,0.036891
sub-jgrAesAWc21L_ses-2,0.143141 ,0.143222 ,0.215943 ,0.107380 ,0.135439 ,0.119764 ,0.140383 ,0.144232 ,0.153319 ,0.063936 ,0.086128 ,0.118031 ,0.047200 ,0.083772 ,0.106408 ,0.161936 ,0.099391 ,0.141354
sub-jgrAesAWc21R1L_ses-1,0.286943 ,0.202389 ,0.272211 ,0.258552 ,0.100803 ,0.154475 ,0.209053 ,0.254362 ,0.314826 ,0.182890 ,0.163116 ,0.110448 ,0.116724 ,0.267628 ,0.150758 ,0.163901 ,0.072412 ,0.222066
sub-jgrAesAWc21R1L_ses-1,0.584747 ,0.384416 ,0.414162 ,0.749414 ,0.300752 ,0.376938 ,0.559818 ,0.457422 ,0.520204 ,0.138035 ,0.440555 ,0.473892 ,0.248471 ,0.435754 ,0.312951 ,0.330947 ,0.197603 ,0.408820
sub-jgrAesAWc21R1L_ses-1,0.510318 ,0.275516 ,0.293637 ,0.211687 ,0.147205 ,0.230840 ,0.148396 ,0.165203 ,0.356594 ,0.129801 ,0.160867 ,0.181672 ,0.145129 ,0.210722 ,0.309322 ,0.359670 ,0.144899 ,0.309223
sub-jgrAesAWc21R1L_ses-2,0.226461 ,0.145741 ,0.220107 ,0.127341 ,0.164610 ,0.117834 ,0.230198 ,0.260393 ,0.166104 ,0.090826 ,0.243449 ,0.148537 ,0.095842 ,0.146498 ,0.079855 ,0.157586 ,0.133850 ,0.086490
sub-jgrAesAWc21R1L_ses-2,0.466242 ,0.251999 ,0.227869 ,0.302806 ,0.124984 ,0.304739 ,0.239880 ,0.170836 ,0.172721 ,0.088907 ,0.183514 ,0.195398 ,0.190959 ,0.115427 ,0.094439 ,0.195814 ,0.152032 ,0.121667
sub-jgrAesAWc21R1L_ses-2,0.289915 ,0.226210 ,0.265860 ,0.140101 ,0.217085 ,0.167669 ,0.232884 ,0.458927 ,0.251079 ,0.182483 ,0.155866 ,0.276501 ,0.210443 ,0.176936 ,0.117892 ,0.255189 ,0.114451 ,0.092202
sub-jgrAesAWc21R_ses-1,0.126552 ,0.108301 ,0.148384 ,0.148704 ,0.072963 ,0.079246 ,0.161112 ,0.146898 ,0.152058 ,0.052671 ,0.157448 ,0.114245 ,0.079425 ,0.061537 ,0.100012 ,0.091154 ,0.118997 ,0.056414
